year,title,authors,journal,species,gene_pathways,phenotypes,genes_found,abstract,doi,pmid,mesh,pmcid,dataset
2025,Calcium signaling is required for anterior patterning in the mouse embryo.,"Stower Matthew J, Tyser Richard C V, Thowfeequ Shifaan, Zhou Felix, Portela Marta, Miti Konstantinos, Sugnaseelan Jacintha, Lu Xin, Srinivas Shankar",PLoS biology,mouse,,,,"Anterior-posterior axis formation in the mouse embryo requires the active migration of the DVE cell population at E5.5. While intracellular Ca2+ signaling has been shown to control cell migration in multiple cell contexts, it is unknown whether it is required for DVE migration. The pattern of Ca2+ activity in the mouse embryo at early peri-implantation stages is also unknown. Using the GCaMP6f Ca2+ reporter line, we performed a detailed assessment of Ca2+ dynamics between E0.5 and E5.5 using live imaging. We find that prior to implantation, Ca2+ transients are rare, but at E5.5 widespread, periodic, Ca2+ transients in extraembryonic tissues can be observed, including in the VE and ExE. In contrast, cells of the E5.5 epiblast remain relatively quiescent but show sporadic large-scale multicellular waves. Inhibition of SERCA at E5.5 abolishes Ca2+ transients and leads to DVE arrest, indicative that these transients are required for axial patterning. Together, these results reveal the pattern of Ca2+ handling in the early mouse embryo and a novel requirement in anterior-posterior axis formation.",10.1371/journal.pbio.3003430,41052211,"Animals; Mice; Calcium Signaling; Body Patterning; Calcium; Embryo, Mammalian; Cell Movement; Female; Sarcoplasmic Reticulum Calcium-Transporting ATPases; Embryonic Development; Germ Layers",,mouse_embryo
2026,Lmo3-expressing peri-isthmus progenitor cells sustain renewal and repair of the mammalian intestinal telocyte niche.,"Jiang Daxin, Zhu Guoli, Zhang Yongchao, Wang Jiawen, Qian Nannan, Jin Zhen, Sun Qingyu, Yu Haimeng, Tang Kebei, Cai Tao, Wang Fengchao, Xi Rongwen",Developmental cell,mouse,,,,"Intestinal telocytes that reside immediately beneath the intestinal epithelium exert niche-supporting roles for intestinal stem cells and their progenies. They are heterogeneous cells compartmentalized along the crypt-villus axis, but the mechanisms governing the maintenance of this telocyte population remain unclear. Here, we identify a distinct population of subepithelial mesenchymal cells in the developing mouse embryo, marked by LIM Domain Only 3 (Lmo3), as the cellular origin of post-natal intestinal telocytes. The Lmo3<sup>+</sup> cells emerge prior to villus formation at embryonic day 13.5, and after birth, they progressively acquire a spatial confinement to the intestinal isthmus region, where they persist as long-lived, slow-cycling cells, supplying both peri-villus and peri-crypt telocytes. Further, we show that Lmo3<sup>+</sup> cells respond rapidly to tissue damage, becoming activated to promote repair of the telocyte niche. Therefore, a quiescent and damage-responsive progenitor cell population marked by Lmo3 maintains the intestinal telocyte niche.",10.1016/j.devcel.2025.09.004,41015031,"Animals; Mice; LIM Domain Proteins; Stem Cell Niche; Intestinal Mucosa; Stem Cells; Adaptor Proteins, Signal Transducing; Intestines; LIM-Homeodomain Proteins; Transcription Factors; Mice, Inbred C57BL",,mouse_embryo
2025,A noncanonical role of glycolytic metabolites controlling the timing of mouse embryo segmentation.,"Miyazawa Hidenobu, Rada Jona, Prior Nicole, Sanchez Paul Gerald Layague, Esposito Emilia, Bunina Daria, Girardot Charles, Zaugg Judith, Aulehla Alexander",Science advances,mouse,,,,"Studies on the impact of metabolism on cell fate decisions are seeing a renaissance. However, a key challenge remains to distinguish signaling functions of metabolism from its canonical bioenergetic and biosynthetic roles, which underlie cellular homeostasis. Here, we tackled this challenge using mouse embryonic axis segmentation as an experimental model. First, we found that energetically subminimal amounts of glucose can support ongoing segmentation clock activity, providing evidence that glycolysis exerts a signaling function. Using a dynamical systems approach based on entrainment, we identified fructose 1,6-bisphosphate (FBP) as the potential signaling metabolite. Functionally, we demonstrated that glycolytic flux/FBP control the segmentation clock period and Wnt signaling in an anticorrelated manner. Critically, we showed that the slow segmentation clock phenotype caused by elevated glycolysis is mediated by Wnt signaling rather than cellular bioenergetic and biosynthetic state. Combined, our results demonstrate a modular organization of metabolic functions, revealing a signaling module of glycolysis that can be decoupled from its canonical metabolic functions.",10.1126/sciadv.adz9606,40971438,"Animals; Glycolysis; Mice; Glucose; Embryo, Mammalian; Wnt Signaling Pathway; Fructosediphosphates; Energy Metabolism; Embryonic Development; Body Patterning",,mouse_embryo
2025,Live imaging endogenous transcription factor dynamics reveals mechanisms of epiblast and primitive endoderm fate segregation.,"Kim-Yip Rebecca P, Denberg David, Faerberg Denis F, Nunley Hayden, Leite Isabella, Chalifoux Madeleine, Joyce Bradley, Toettcher Jared, Gu Bin, Posfai Eszter",Current biology : CB,mouse,,,,"The segregation of the epiblast (EPI) and primitive endoderm (PE) cell types in the preimplantation mouse embryo is not only a crucial decision that sets aside the precursors of the embryo proper from extraembryonic cells, respectively, but also has served as a central model to study a key concept in mammalian development: how much of developmental patterning is predetermined vs. stochastically emergent. Here, we address this question by quantitative live imaging of multiple endogenously tagged transcription factors key to this fate decision and trace their dynamics at a single-cell resolution through the formation of EPI and PE cell fates. Strikingly, we reveal an initial symmetry breaking event, the formation of a primary EPI cell lineage, and show that this is linked to the dynamics of the prior inner cell mass/trophectoderm fate decision through the expression of SOX2. This primary EPI lineage, through fibroblast growth factor (FGF) signaling, induces an increase in the transcription factor GATA6 in other inner cell mass cells, setting them on the course toward PE differentiation. Interestingly, this trajectory can switch during a defined developmental window, leading to the emergence of secondary EPI cells. Finally, we show that early expression levels of NANOG, which are seemingly stochastic, can bias whether a cell's trajectory switches to secondary EPI or continues as PE. Our data give unique insight into how fate patterning is initiated and propagated during unperturbed embryonic development through the interplay of lineage-history-biased and stochastic cell-intrinsic molecular features, unifying previous models of EPI/PE segregation.",10.1016/j.cub.2025.07.031,40749677,"Animals; Mice; Endoderm; Germ Layers; Cell Lineage; Cell Differentiation; Transcription Factors; GATA6 Transcription Factor; Gene Expression Regulation, Developmental; SOXB1 Transcription Factors; Female",,mouse_embryo
2025,A spatiotemporal atlas of mouse gastrulation and early organogenesis to explore axial patterning and project in vitro models onto in vivo space.,"Harland Luke T G, Lohoff Tim, Koulena Noushin, Pierson Nico, Pape Constantin, Ameen Farhan, Griffiths Jonathan, Theeuwes Bart, Wilson Nicola K, Kreshuk Anna, Reik Wolf, Nichols Jennifer, Cai Long, Marioni John C, Göttgens Berthold, Ghazanfar Shila",Cell reports,mouse,,,,"During gastrulation, mouse epiblast cells form the three germ layers that establish the body plan and initiate organogenesis. While single-cell atlases have advanced our understanding of lineage diversification, spatial aspects of differentiation remain poorly defined. Here, we applied spatial transcriptomics to mouse embryos at embryonic (E) E7.25 and E7.5 days and integrated these data with existing E8.5 spatial and E6.5-E9.5 single-cell RNA-seq atlases. This resulted in a spatiotemporal atlas of over 150,000 cells with 82 refined cell-type annotations. The resource enables exploration of gene expression dynamics across anterior-posterior and dorsal-ventral axes, uncovering spatial logic guiding mesodermal fate decisions in the primitive streak. We also developed a computational pipeline to project additional single-cell datasets into this framework for comparative analysis. Freely accessible through an interactive web portal, this atlas offers a valuable tool for the developmental and stem cell biology communities to investigate mouse embryogenesis in a spatial and temporal context.",10.1016/j.celrep.2025.116047,40728928,"Animals; Gastrulation; Mice; Organogenesis; Gene Expression Regulation, Developmental; Embryo, Mammalian; Body Patterning; Single-Cell Analysis; Spatio-Temporal Analysis; Germ Layers; Transcriptome",,mouse_embryo
2025,Dynamic WT1 expression during gastrulation specifies peritoneal smooth muscle fate independently of mesothelial fate.,"Alsukari Suad H, Ng Huei Teng, Lang Lilly, Lunn Sharna, Beglinger Shanthi, Carr Lauren, Boyes Michael, Turner David A, Wilm Bettina","Development (Cambridge, England)",mouse,,,,"The Wilms' tumor protein (WT1) was previously linked to the mesothelial and vascular smooth muscle cell (vSMC) lineage in the mouse intestine, with evidence suggesting that intestinal vSMCs arise from the mesothelium. Here, we report that WT1 is already expressed, unexpectedly, during mouse gastrulation, in cells that specify a population of SMC precursor cells in the lateral plate mesoderm. Tamoxifen-induced genetic lineage tracing of Wt1-expressing cells revealed that vSMC and visceral smooth muscle cells (visSMCs) of the foetal mid-gut, but not mesothelial cells, were labelled after tamoxifen administration at embryonic day (E) 7.5 or E8.5. Analysis of single-cell RNA sequencing datasets of gastrulation-stage mouse embryos and confocal microscopy demonstrated Wt1 expression in epiblast, primitive streak, emerging mesoderm and, from E7.5 onwards, in the lateral plate mesoderm. Co-expression of signature smooth muscle markers in Wt1-expressing cells in gastrulation-stage embryos revealed that vSMC and visSMC fate is specified independently of visceral mesothelium formation. Furthermore, tamoxifen-induced Wt1 knock out at E7.5 affected vascularisation in the E12.5 intestine. Taken together, our study provides previously unknown insights into the developmental lineage of smooth muscle specified by WT1 expression during gastrulation.",10.1242/dev.204332,40554754,"Animals; WT1 Proteins; Mice; Epithelium; Gastrulation; Cell Lineage; Gene Expression Regulation, Developmental; Myocytes, Smooth Muscle; Peritoneum; Mesoderm; Cell Differentiation; Tamoxifen; Muscle, Smooth; Muscle, Smooth, Vascular; Embryo, Mammalian; Female",,mouse_embryo
2025,Uncovering codon usage patterns during murine embryogenesis and tissue-specific developmental diseases.,"Fumagalli Sarah E, Smith Sean, Lin Brian, Paul Rahul, Campbell Collin, Santana-Quintero Luis, Golikov Anton, Ibla Juan, Bar Haim, Komar Anton A, Hunt Ryan C, DiCuccio Michael, Kimchi-Sarfaty Chava",Frontiers in genetics,mouse,,,,"Mouse models share significant genetic similarities with humans and have expanded our understanding of how embryonic tissue-specific genes influence disease states. By improved analyses of temporal, transcriptional data from these models, we can capture unique tissue codon usage patterns and determine how deviations from these patterns can influence developmental disorders. We analyzed transcriptomic-weighted data from four mouse strains across three different germ layer tissues (liver, heart, and eye) and through embryonic stages. Applying a multifaceted approach, we calculated relative synonymous codon usage, reduced the dimensionality, and employed machine learning clustering techniques. These techniques identified relative synonymous codon usage differences/similarities among strains and deviations in codon usage patterns between healthy and disease-linked genes. Original transcriptomic mouse data and RefSeq gene sequences can be found at the associated Mouse Embryo CoCoPUTs (codon and codon pair usage tables) website. Future studies can leverage this resource to uncover further insights into the dynamics of embryonic development and the corresponding codon usage biases that are paramount to understanding disease processes of embryologic origin.",10.3389/fgene.2025.1554773,40491567,,,mouse_embryo
2025,Single-cell multi-omics delineates the dynamics of distinct epigenetic codes coordinating mouse gastrulation.,"Fu Mingzhu, Pang Long, Wu Zhenwei, Wang Mei, Jin Jin, Ai Shanshan, Li Xin",BMC genomics,mouse,,,,"Gastrulation represents a crucial stage in embryonic development and is tightly controlled by a complex network involving epigenetic reprogramming. However, the molecular coordination among distinct epigenetic layers entailing the progressive restriction of lineage potency remains unclear. Here, we present a multi-omics map of H3K27ac and H3K4me1 single-cell ChIP-seq profiles of mouse embryos collected at six sequential time points. Significant epigenetic priming, as reflected by H3K27ac signals, is evident, yet asynchronous cell fate commitment of each germ layer at distinct histone modification levels are observed. Integrated scRNA-seq and single-cell ChIP-seq analysis unveil a ""time lag"" transition pattern between enhancer activation and gene expression during germ-layer specification. Notably, by utilizing the H3K27ac and H3K4me1 co-marked active enhancers, we construct a gene regulatory network centered on pivotal transcription factors, highlighting the potential critical role of Cdkn1c in mesoderm lineage specification. Together, our study broadens the current understanding of intricate epigenetic regulatory networks governing mouse gastrulation and sheds light on their relevance to congenital diseases.",10.1186/s12864-025-11619-5,40340740,"Animals; Gastrulation; Mice; Epigenesis, Genetic; Single-Cell Analysis; Histones; Gene Expression Regulation, Developmental; Gene Regulatory Networks; Enhancer Elements, Genetic; Histone Code; Multiomics",,mouse_embryo
2025,Loss of sex-determining region Y-box 2 (Sox2) captures embryonic stem cells in a primed pluripotent state.,"Qi Min, Wang Bowen, Liao Huaqi, Xu Yuzhuo, Dong Lixia, Xu Lijun, Xia Yin, Jiang Xiaochun, Ling Shizhang, Qin Jinzhong",The Journal of biological chemistry,mouse,,,,"Two main pluripotent cell lines can be established from the preimplantation and postimplantation mouse embryo as naïve embryonic stem cells (ESCs) and primed epiblast stem cells (EpiSCs), respectively. Although the two pluripotent states are interconvertible, the molecular mechanism controlling the transition between naïve and primed pluripotency remains to be fully elucidated. Here, by performing a CRISPR-based loss-of-function screen in ESCs, we identify Sox2 involved in the repression of lineage-specification marker brachyury (T). Upon Sox2 ablation in ESCs, two populations of cells mutually exclusive for CDX2 (trophectoderm marker) and T expression can be observed. T-positive cells display features resembling the salient characteristics of EpiSCs including molecular and functional properties. By using genetic ablation approach, we show that acquisition and maintenance of primed pluripotency in Sox2 null T-positive cells heavily depend on fibroblast growth factor (Fgf) and Nodal, which is produced in an autocrine manner in these cells. We further demonstrate that Sox3 compensates for the absence of Sox2 in maintaining the primed state of Sox2-null pluripotent cells. Establishment of Sox2-deficient pluripotent cells will enable the elucidation of the mechanisms controlling the transition of cells between different states of pluripotency.",10.1016/j.jbc.2025.108501,40216251,Animals; SOXB1 Transcription Factors; Mice; T-Box Domain Proteins; Brachyury Protein; Fetal Proteins; Pluripotent Stem Cells; Mouse Embryonic Stem Cells; Nodal Protein; Germ Layers; Fibroblast Growth Factors; Cell Differentiation; CDX2 Transcription Factor,,mouse_embryo
2025,A single-cell atlas of spatial and temporal gene expression in the mouse cranial neural plate.,"Brooks Eric R, Moorman Andrew R, Bhattacharya Bhaswati, Prudhomme Ian S, Land Max, Alcorn Heather L, Sharma Roshan, Pe'er Dana, Zallen Jennifer A",eLife,mouse,,,,"The formation of the mammalian brain requires regionalization and morphogenesis of the cranial neural plate, which transforms from an epithelial sheet into a closed tube that provides the structural foundation for neural patterning and circuit formation. Sonic hedgehog (SHH) signaling is important for cranial neural plate patterning and closure, but the transcriptional changes that give rise to the spatially regulated cell fates and behaviors that build the cranial neural tube have not been systematically analyzed. Here, we used single-cell RNA sequencing to generate an atlas of gene expression at six consecutive stages of cranial neural tube closure in the mouse embryo. Ordering transcriptional profiles relative to the major axes of gene expression predicted spatially regulated expression of 870 genes along the anterior-posterior and mediolateral axes of the cranial neural plate and reproduced known expression patterns with over 85% accuracy. Single-cell RNA sequencing of embryos with activated SHH signaling revealed distinct SHH-regulated transcriptional programs in the developing forebrain, midbrain, and hindbrain, suggesting a complex interplay between anterior-posterior and mediolateral patterning systems. These results define a spatiotemporally resolved map of gene expression during cranial neural tube closure and provide a resource for investigating the transcriptional events that drive early mammalian brain development.",10.7554/eLife.102819,40192104,"Animals; Mice; Single-Cell Analysis; Gene Expression Regulation, Developmental; Hedgehog Proteins; Neural Plate; Neural Tube; Gene Expression Profiling; Embryo, Mammalian; Sequence Analysis, RNA; Signal Transduction",,mouse_embryo
2025,Alternative splicing dynamics during gastrulation in mouse embryo.,"Wang Wei, Zhang Yu, Zhai Yuanyuan, Yang Wuritu, Xing Yongqiang",Scientific reports,mouse,,,,"Alternative splicing (AS) plays an essential role in development, differentiation and carcinogenesis. However, the mechanisms underlying splicing regulation during mouse embryo gastrulation remain unclear. Based on spatial-temporal transcriptome and epigenome data, we detected the dynamics of AS and revealed its regulatory mechanisms across primary germ layers during mouse gastrulation, spanning developmental stages from E6.5 to E7.5. Subsequently, the dynamic expression of splicing factors (SFs) during gastrulation was characterized, while the expression patterns and functions of germ layer-specific SFs were identified. The results indicate that AS and differential alternative splicing events (DASEs) exhibit dynamic changes and are significantly abundant during the late stage of gastrulation. Similarly, SFs demonstrate stage-specific expression, with elevated levels observed during the middle and late stages of gastrulation. Epigenetic signals associated with SFs and AS sites demonstrate significant enrichment and undergo dynamic changes throughout gastrulation. Overall, this study offers a systematic analysis of AS during mouse gastrulation, identifies primary germ layer-specific AS events, and characterizes the expression patterns of SFs and the associated epigenetic signals. These findings enhance the understanding of the mechanisms underlying the formation of the three germ layers during mammalian gastrulation, with a focus on pre-mRNA AS.",10.1038/s41598-025-96148-7,40159515,"Animals; Gastrulation; Mice; Alternative Splicing; Gene Expression Regulation, Developmental; Embryo, Mammalian; Epigenesis, Genetic; Transcriptome; RNA Splicing Factors; Germ Layers",,mouse_embryo
2025,Lineage contribution of the mesendoderm progenitors in the gastrulating mouse embryo.,"Masamsetti V Pragathi, Salehin Nazmus, Kim Hani Jieun, Santucci Nicole, Weatherstone Megan, McMahon Riley, Marshall Lee L, Knowles Hilary, Sun Jane, Studdert Josh B, Aryamanesh Nader, Wang Ran, Jing Naihe, Yang Pengyi, Osteil Pierre, Tam Patrick P L",Developmental cell,mouse,,,,"A population of putative mesendoderm progenitors that can contribute cellular descendants to both mesoderm and endoderm lineages is identified in the gastrulating mouse embryo. These progenitor cells are localized to the posterior epiblast, primitive streak, and nascent mesoderm of mid-streak- (E7.0) to late-streak-stage (E7.5) embryos. Lineage tracing in vivo identified that putative mesendoderm progenitors contribute descendants to the definitive endoderm and the axial mesendoderm of E7.75 embryos and to the endoderm of the foregut and hindgut of the E8.5-8.75 embryos. Differentiation of mouse epiblast stem cells identified that the choice between endoderm and mesoderm cell fates depends on the timing of Mixl1 activation upon exit from pluripotency. The knowledge gained on the spatiotemporal distribution of mesendoderm progenitors and the molecular drivers underpinning the divergence of cell lineages in these progenitors enriches our mechanistic understanding of the allocation of the tissue progenitors to germ layer derivatives in early development.",10.1016/j.devcel.2025.02.015,40132585,"Animals; Cell Lineage; Endoderm; Mice; Mesoderm; Cell Differentiation; Embryo, Mammalian; Germ Layers; Gastrulation; Gene Expression Regulation, Developmental; Stem Cells; Homeodomain Proteins",,mouse_embryo
2025,Primitive to visceral endoderm maturation is essential for mouse epiblast survival beyond implantation.,"Weberling Antonia, Siriwardena Dylan, Penfold Christopher, Christodoulou Neophytos, Boroviak Thorsten E, Zernicka-Goetz Magdalena",iScience,mouse,,,,"The implantation of the mouse blastocyst initiates a complex sequence of tissue remodeling and cell differentiation events required for morphogenesis, during which the extraembryonic primitive endoderm transitions into the visceral endoderm. Through single-cell RNA sequencing of embryos at embryonic day 5.0, shortly after implantation, we reveal that this transition is driven by dynamic signaling activities, notably the upregulation of BMP signaling and a transient increase in Sox7 expression. Embryos deficient in Hepatocyte nuclear factor-1-beta (Hnf1b-/-), a gene critical for visceral endoderm differentiation, showed an interaction between visceral endoderm and epiblast, crucial for epiblast survival. Single-cell RNA profiling of Hnf1b-/- visceral endoderm shows developmental delays and severe dysregulation in several nutrient transport pathways. Impaired glucose uptake in Hnf1b-/- embryos suggests that the activation of nutrient transport mechanisms during the primitive-to-visceral endoderm transition may be vital for post-implantation epiblast development. These findings offer new insights into the molecular regulation of early mammalian development.",10.1016/j.isci.2024.111671,39868030,,,mouse_embryo
2024,TMEM132A regulates Wnt/β-catenin signaling through stabilizing LRP6 during mouse embryonic development.,"Oh Shin Ae, Jeon Jiyeon, Je Su-Yeon, Kim Seoyoung, Jung Joohyun, Ko Hyuk Wan",Cell communication and signaling : CCS,mouse,,,,"The Wnt/β-catenin signaling pathway is crucial for embryonic development and adult tissue homeostasis. Dysregulation of Wnt signaling is linked to various developmental anomalies and diseases, notably cancer. Although numerous regulators of the Wnt signaling pathway have been identified, their precise function during mouse embryo development remains unclear. Here, we revealed that TMEM132A is a crucial regulator of canonical Wnt/β-catenin signaling in mouse development. Mouse embryos lacking Tmem132a displayed a range of malformations, including open spina bifida, caudal truncation, syndactyly, and renal defects, similar to the phenotypes of Wnt/β-catenin mutants. Tmem132a knockdown in cultured cells suppressed canonical Wnt/β-catenin signaling. In developing mice, loss of Tmem132a also led to diminished Wnt/β-catenin signaling. Mechanistically, we showed that TMEM132A interacts with the Wnt co-receptor LRP6, thereby stabilizing it and preventing its lysosomal degradation. These findings shed light on a novel role for TMEM132A in regulating LRP6 stability and canonical Wnt/β-catenin signaling during mouse embryo development. This study provides valuable insights into the molecular intricacies of the Wnt signaling pathway. Further research may deepen our understanding of Wnt pathway regulation and offer its potential therapeutic applications.",10.1186/s12964-024-01855-9,39385148,Animals; Low Density Lipoprotein Receptor-Related Protein-6; Wnt Signaling Pathway; Embryonic Development; Mice; Membrane Proteins; HEK293 Cells; Protein Stability; Humans; beta Catenin; Proteolysis,,mouse_embryo
2024,Concave-to-convex curve conversion of fiber cells correlates with Y-shaped suture formation at the poles of the rodent lens.,"Sugiyama Yuki, Murthy Varsha Venkatesha, Mbogo Ivan, Morohashi Yuichi, Masai Ichiro, Lovicu Frank J",Experimental eye research,mouse,,,,"The eye lens contains convexly curved fiber cells that align in concentric layers around the lens anterior-posterior pole axis. For lens fiber differentiation at the equator, cells elongate with their apical and basal tips migrating towards the anterior and posterior poles, respectively. At each pole, the fiber tips meet opposing tips of other fiber cells, to form a suture. Although umbilical or point sutures are observed in fish and birds, line, Y- or star-shaped sutures are detected in other vertebrate lenses. Sutures that do not converge at the point are thought to result from intricate movements of the fiber tips, rather than a straightforward migration along a meridional path. The triggers that give rise to these variations are currently not understood. Our findings revealed that in the mouse embryo, the early-stage lens contains only concave curved fibers, and later, a zone of concave-to-convex curve conversion develops. At this point, a nascent suture in a linear shape appears at the posterior pole and subsequently progresses into a V-shape. This V-shape appears to further develop into a Y-shape as a branch extends from the apex of the V-shape. In lens of zebrafish and Xenopus larvae that form point sutures, this curve-conversion zone is not observed. In lens of adult birds (e.g. zebra finch) that form a point suture, these too also lack a curve-conversion zone. In our previous studies, we demonstrated that murine lens fibers undergoing curve conversion extend membrane protrusions, or lamellipodia, at their basal membranes. In line with this, we did not observe protrusions at the basal tips of fibers in the non-mammalian lenses of zebrafish, Xenopus, and zebra finch in which curve conversion does not occur. We propose that the concave-to-convex conversion in rodent lenses introduces defined paths for fiber cell tips, leading to a more elaborate and complex suture formation, compared to the simple point suture of lower vertebrates.",10.1016/j.exer.2024.110066,39233305,"Animals; Lens, Crystalline; Mice; Cell Differentiation; Cell Movement",,mouse_embryo
2024,Integrin signaling in pluripotent cells acts as a gatekeeper of mouse germline entry.,"Makhlouf Aly, Wang Anfu, Sato Nanami, Rosa Viviane S, Shahbazi Marta N",Science advances,mouse,,,,"Primordial germ cells (PGCs) are the precursors of gametes and the sole mechanism by which animals transmit genetic information across generations. In the mouse embryo, the transcriptional and epigenetic regulation of PGC specification has been extensively characterized. However, the initial event that triggers the soma-germline segregation remains poorly understood. Here, we uncover a critical role for the basement membrane in regulating germline entry. We show that PGCs arise in a region of the mouse embryo that lacks contact with the basement membrane, and the addition of exogenous extracellular matrix (ECM) inhibits both PGC and PGC-like cell (PGCLC) specification in mouse embryos and stem cell models, respectively. Mechanistically, we demonstrate that the engagement of β1 integrin with laminin blocks PGCLC specification by preventing the Wnt signaling-dependent down-regulation of the PGC transcriptional repressor, Otx2. In this way, the physical segregation of cells away from the basement membrane acts as a morphogenetic fate switch that controls the soma-germline bifurcation.",10.1126/sciadv.adk2252,39231227,"Animals; Mice; Germ Cells; Pluripotent Stem Cells; Signal Transduction; Integrins; Basement Membrane; Wnt Signaling Pathway; Cell Differentiation; Extracellular Matrix; Laminin; Gene Expression Regulation, Developmental; Integrin beta1; Otx Transcription Factors; Embryo, Mammalian",,mouse_embryo
2025,A single-cell atlas of spatial and temporal gene expression in the mouse cranial neural plate.,"Brooks Eric R, Moorman Andrew R, Bhattacharya Bhaswati, Prudhomme Ian S, Land Max, Alcorn Heather L, Sharma Roshan, Pe'er Dana, Zallen Jennifer A",bioRxiv : the preprint server for biology,mouse,,,,"The formation of the mammalian brain requires regionalization and morphogenesis of the cranial neural plate, which transforms from an epithelial sheet into a closed tube that provides the structural foundation for neural patterning and circuit formation. Sonic hedgehog (SHH) signaling is important for cranial neural plate patterning and closure, but the transcriptional changes that give rise to the spatially regulated cell fates and behaviors that build the cranial neural tube have not been systematically analyzed. Here we used single-cell RNA sequencing to generate an atlas of gene expression at six consecutive stages of cranial neural tube closure in the mouse embryo. Ordering transcriptional profiles relative to the major axes of gene expression predicted spatially regulated expression of 870 genes along the anterior-posterior and mediolateral axes of the cranial neural plate and reproduced known expression patterns with over 85% accuracy. Single-cell RNA sequencing of embryos with activated SHH signaling revealed distinct SHH-regulated transcriptional programs in the developing forebrain, midbrain, and hindbrain, suggesting a complex interplay between anterior-posterior and mediolateral patterning systems. These results define a spatiotemporally resolved map of gene expression during cranial neural tube closure and provide a resource for investigating the transcriptional events that drive early mammalian brain development.",10.1101/2024.08.25.609458,39229123,,,mouse_embryo
2024,Non-apical mitoses contribute to cell delamination during mouse gastrulation.,"Despin-Guitard Evangéline, Rosa Viviane S, Plunder Steffen, Mathiah Navrita, Van Schoor Kristof, Nehme Eliana, Merino-Aceituno Sara, Egea Joaquim, Shahbazi Marta N, Theveneau Eric, Migeotte Isabelle",Nature communications,mouse,,,,"During the epithelial-mesenchymal transition driving mouse embryo gastrulation, cells divide more frequently at the primitive streak, and half of those divisions happen away from the apical pole. These observations suggest that non-apical mitoses might play a role in cell delamination. We aim to uncover and challenge the molecular determinants of mitosis position in different regions of the epiblast through computational modeling and pharmacological treatments of embryos and stem cell-based epiblast spheroids. Blocking basement membrane degradation at the streak has no impact on the asymmetry in mitosis frequency and position. By contrast, disturbance of the actomyosin cytoskeleton or cell cycle dynamics elicits ectopic non-apical mitosis and shows that the streak region is characterized by local relaxation of the actomyosin cytoskeleton and less stringent regulation of cell division. These factors are essential for normal dynamics at the streak and favor cell delamination from the epiblast.",10.1038/s41467-024-51638-6,39198421,"Animals; Gastrulation; Mice; Germ Layers; Mitosis; Actomyosin; Epithelial-Mesenchymal Transition; Embryo, Mammalian; Primitive Streak; Female; Basement Membrane; Cytoskeleton; Cell Cycle",,mouse_embryo
2024,<i>In situ</i> co-deposition synthesis for collagen-Astragalus polysaccharide composite with intrafibrillar mineralization as potential biomimetic-bone repair materials.,"Li Han, Guan Ziying, Wei Liren, Lu Jian, Tan Yanfei, Wei Qingrong",Regenerative biomaterials,mouse,,,,"A hybrid material possessing both componential and structural imitation of bone tissue is the preferable composites for bone defect repair. Inspired by the microarchitecture of native bone, this work synthesized <i>in vitro</i> a functional mineralized collagen fibril (MCF) material by utilizing the method of <i>in situ</i> co-precipitation, which was designed to proceed in the presence of Astragalus polysaccharide (APS), thus achieving APS load within the biomineralized collagen-Astragalus polysaccharide (MCAPS) fibrils. Transmission electron microscope (TEM), selected area electron diffraction (SAED) and scanning electronic microscopy (SEM) identified the details of the intrafibrillar mineralization of the MCAPS fibrils, almost mimicking the secondary level of bone tissue microstructure. A relatively uniform and continuous mineral layer formed on and within all collagen fibrils and the mineral phase was identified as typical weak-crystalline hydroxyapatite (HA) with a Ca/P ratio of about 1.53. The proliferation of bone marrow-derived mesenchymal stem cells (BMSC) and mouse embryo osteoblast precursor cells (MC3T3-E1) obtained a significant promotion by MCAPS. As for the osteogenic properties of MCAPS, a distinct increase in the alkaline phosphatase (ALP) activity and the number of calcium nodules (CN) in BMSC and MC3T3-E1 was detected. The up-regulation of three osteogenic-related genes of RUNX-2, BMP-2 and OCN were confirmed via reverse transcription-quantitative polymerase chain reaction (RT-qPCR) to further verify the osteogenic performance promotion of MCAPS. A period of 14 days of culture demonstrated that MCAPS-L exhibited a preferable efficacy in enhancing ALP activity and CN quantity, as well as in promoting the expression of osteogenic-related genes over MCAPS-M and MCAPS-H, indicating that a lower dose of APS within the material of MCAPS is more appropriate for its osteogenesis promotion properties.",10.1093/rb/rbae070,39022124,,,mouse_embryo
